           time              X              V              a           Jerk
       0.452000       0.774660       5.118900      22.600000      50.000000       2.511279
       0.453000       0.779802       5.141550      22.650000      50.000000       2.511054
       0.454000       0.784966       5.164250      22.700000      50.000000       2.510828
       0.455000       0.790153       5.187000      22.750000      50.000000       2.510602
       0.456000       0.795363       5.209800      22.800000      50.000000       2.510375
       0.457000       0.800595       5.232650      22.850000      50.000000       2.510148
       0.458000       0.805851       5.255550      22.900000      50.000000       2.509920
       0.459000       0.811130       5.278500      22.950000      50.000000       2.509692
       0.460000       0.816431       5.301500      23.000000      50.000000       2.509463
       0.461000       0.821756       5.324550      23.050000      50.000000       2.509233
       0.462000       0.827103       5.347650      23.100000      50.000000       2.509003
       0.463000       0.832474       5.370800      23.150000      50.000000       2.508773
       0.464000       0.837868       5.394000      23.200000      50.000000       2.508542
       0.465000       0.843285       5.417250      23.250000      50.000000       2.508310
       0.466000       0.848726       5.440550      23.300000      50.000000       2.508078
       0.467000       0.854190       5.463900      23.350000      50.000000       2.507846
       0.468000       0.859677       5.487300      23.400000      50.000000       2.507613
       0.469000       0.865188       5.510750      23.450000      50.000000       2.507379
       0.470000       0.870722       5.534250      23.500000      50.000000       2.507145
       0.471000       0.876280       5.557800      23.550000      50.000000       2.506910
       0.472000       0.881861       5.581400      23.600000      50.000000       2.506675
       0.473000       0.887466       5.605050      23.650000      50.000000       2.506439
       0.474000       0.893095       5.628750      23.700000      50.000000       2.506203
       0.475000       0.898748       5.652500      23.750000      50.000000       2.505966
       0.476000       0.904424       5.676300      23.800000      50.000000       2.505729
       0.477000       0.910124       5.700150      23.850000      50.000000       2.505491
       0.478000       0.915848       5.724050      23.900000      50.000000       2.505253
       0.479000       0.921596       5.748000      23.950000      50.000000       2.505014
       0.480000       0.927368       5.772000      24.000000      50.000000       2.504774
       0.481000       0.933164       5.796050      24.050000      50.000000       2.504534
       0.482000       0.938984       5.820150      24.100000      50.000000       2.504294
       0.483000       0.944829       5.844300      24.150000      50.000000       2.504053
       0.484000       0.950697       5.868500      24.200000      50.000000       2.503811
       0.485000       0.956590       5.892750      24.250000      50.000000       2.503569
       0.486000       0.962507       5.917050      24.300000      50.000000       2.503327
       0.487000       0.968448       5.941400      24.350000      50.000000       2.503084
       0.488000       0.974414       5.965800      24.400000      50.000000       2.502840
       0.489000       0.980404       5.990250      24.450000      50.000000       2.502596
       0.490000       0.986419       6.014750      24.500000      50.000000       2.502351
       0.491000       0.992458       6.039300      24.550000      50.000000       2.502106
       0.492000       0.998522       6.063900      24.600000      50.000000       2.501860
       0.493000       1.004611       6.088550      24.650000      50.000000       2.501614
       0.494000       1.010724       6.113250      24.700000      50.000000       2.501367
